TABLE_SCHEMA,TABLE_NAME,TABLE_CATALOG,COLUMN_NAME,ORDINAL_POSITION,CONSTRAINT_NAME,CONSTRAINT_SCHEMA,CONSTRAINT_CATALOG,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME,REFERENCED_TABLE_SCHEMA,POSITION_IN_UNIQUE_CONSTRAINT
ccledu_next480,oc_taskprocessing_tasks,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_remote,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_remote,def,instance,1,UNIQ_F94EF834230B1DE,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_occ_commands,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_occ_commands,def,appid,1,ex_occ_commands__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_occ_commands,def,name,2,ex_occ_commands__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_apps_daemons,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_apps_daemons,def,name,1,ex_apps_daemons__name,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_users,def,uid,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_states,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_states,def,appid,1,ui_state__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_states,def,type,2,ui_state__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_states,def,name,3,ui_state__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_states,def,key,4,ui_state__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_event_handlers,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_event_handlers,def,appid,1,ex_event_handlers__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_event_handlers,def,event_type,2,ex_event_handlers__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_speech_to_text,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_speech_to_text,def,appid,1,speech_to_text__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_speech_to_text,def,name,2,speech_to_text__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_twofactor_providers,def,provider_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_twofactor_providers,def,uid,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_top_menu,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_top_menu,def,appid,1,ui_top_menu__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_top_menu,def,name,2,ui_top_menu__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_task_processing,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_task_processing,def,app_id,1,task_processing_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_task_processing,def,name,2,task_processing_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_task_processing,def,task_type,3,task_processing_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_text_processing_q,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_webhook_listeners,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendarchanges,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendarsubscriptions,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendarsubscriptions,def,principaluri,1,calsub_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendarsubscriptions,def,uri,2,calsub_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_shares,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_shares,def,principaluri,1,dav_shares_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_shares,def,resourceid,2,dav_shares_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_shares,def,type,3,dav_shares_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_shares,def,publicuri,4,dav_shares_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_jobs,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_accounts,def,uid,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_notifications_pushhash,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_notifications_pushhash,def,uid,1,oc_npushhash_uid,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_notifications_pushhash,def,token,2,oc_npushhash_uid,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_absence,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_dav_absence,def,user_id,1,dav_absence_uid_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_migrations,def,app,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_migrations,def,version,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendar_invitations,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_flow_operations,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_external_mounts,def,mount_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_group_admin,def,gid,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_group_admin,def,uid,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendars,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendars,def,principaluri,1,calendars_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendars,def,uri,2,calendars_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_vcategory_to_object,def,categoryid,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_vcategory_to_object,def,objid,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_vcategory_to_object,def,type,3,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_trash,def,auto_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_cards_properties,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_settings_forms,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_settings_forms,def,appid,1,ex_settings_forms__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_settings_forms,def,formid,2,ex_settings_forms__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_share_external,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_share_external,def,user,1,sh_external_mp,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_share_external,def,mountpoint_hash,2,sh_external_mp,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_shares_limits,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_external_config,def,config_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_external_config,def,mount_id,1,config_mount_key,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_external_config,def,key,2,config_mount_key,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_photos_albums,def,album_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_directlink,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendar_rooms,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_collres_collections,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendarobjects,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendarobjects,def,calendarid,1,calobjects_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendarobjects,def,calendartype,2,calobjects_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendarobjects,def,uri,3,calobjects_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendar_resources,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_direct_edit,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_recent_contact,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_whats_new,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_whats_new,def,version,1,version,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_files_actions,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_files_actions,def,appid,1,ex_ui_files_actions__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_files_actions,def,name,2,ex_ui_files_actions__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_photos_albums_files,def,album_file_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_photos_albums_files,def,album_id,1,paf_album_file,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_photos_albums_files,def,file_id,2,paf_album_file,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_notifications,def,notification_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_share_lock,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_share_lock,def,item_id,1,UNIQ_337F52F8126F525E70EE2FF6,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_share_lock,def,circle_id,2,UNIQ_337F52F8126F525E70EE2FF6,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_webauthn,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_comments,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendar_appt_bookings,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendar_appt_bookings,def,token,1,cal_appt_bk_token_uniq_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_photos_albums_collabs,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_photos_albums_collabs,def,album_id,1,album_collabs_uniq_collab,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_photos_albums_collabs,def,collaborator_id,2,album_collabs_uniq_collab,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_photos_albums_collabs,def,collaborator_type,3,album_collabs_uniq_collab,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_filecache_extended,def,fileid,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_text_steps,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_apps,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_apps,def,appid,1,ex_apps__appid,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_apps,def,daemon_config_name,1,ex_apps_c_port__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_apps,def,port,2,ex_apps_c_port__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_cards,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_scripts,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_scripts,def,appid,1,ui_script__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_scripts,def,type,2,ui_script__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_scripts,def,name,3,ui_script__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_scripts,def,path,4,ui_script__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_schedulingobjects,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_authorized_groups,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_direct,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_direct,def,token,1,rd_direct_token_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_appconfig,def,appid,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_appconfig,def,configkey,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_speech_to_text_q,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_assets,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_assets,def,token,1,rd_assets_token_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_assets,def,timestamp,1,rd_assets_timestamp_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_bruteforce_attempts,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_trusted_servers,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_trusted_servers,def,url_hash,1,url_hash,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_mount,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_styles,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_styles,def,appid,1,ui_style__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_styles,def,type,2,ui_style__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_styles,def,name,3,ui_style__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_ui_styles,def,path,4,ui_style__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_properties,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_activity_mq,def,mail_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_comments_read_markers,def,user_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_comments_read_markers,def,object_type,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_comments_read_markers,def,object_id,3,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_storages,def,numeric_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_storages,def,id,1,storages_id_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_textprocessing_tasks,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_accounts_data,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_filecache,def,fileid,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_filecache,def,storage,1,fs_storage_path_hash,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_filecache,def,path_hash,2,fs_storage_path_hash,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_mimetypes,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_mimetypes,def,mimetype,1,mimetype_id_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_open_local_editor,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_open_local_editor,def,user_id,1,openlocal_user_path_token,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_open_local_editor,def,path_hash,2,openlocal_user_path_token,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_open_local_editor,def,token,3,openlocal_user_path_token,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_storages_credentials,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_storages_credentials,def,user,1,stocred_ui,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_storages_credentials,def,identifier,2,stocred_ui,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_activity,def,activity_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_onlyoffice_filekey,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_onlyoffice_filekey,def,file_id,1,file_id_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_membership,def,single_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_membership,def,circle_id,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_versions,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_versions,def,file_id,1,files_versions_uniq_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_versions,def,timestamp,2,files_versions_uniq_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_calendarobjects_props,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_authtoken,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_authtoken,def,token,1,authtoken_token_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_wopi,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_richdocuments_wopi,def,token,1,rd_wopi_token_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_federated_reshares,def,share_id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_preferences,def,userid,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_preferences,def,appid,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_preferences,def,configkey,3,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_metadata,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_files_metadata,def,file_id,1,files_meta_fileid,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_oauth2_access_tokens,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_oauth2_access_tokens,def,hashed_code,1,oauth2_access_hash_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_profile_config,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_profile_config,def,user_id,1,profile_config_user_id_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_file_locks,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_file_locks,def,key,1,lock_key_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_addressbookchanges,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_text_documents,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_user_transfer_owner,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_text_processing,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_text_processing,def,appid,1,text_processing__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_text_processing,def,name,2,text_processing__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_circle,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_circle,def,unique_id,1,UNIQ_8195F548E3C68343,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_text_sessions,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_onlyoffice_permissions,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_onlyoffice_permissions,def,share_id,1,share_id_index,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_event,def,token,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_circles_event,def,instance,2,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_known_users,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_login_flow_v2,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_login_flow_v2,def,poll_token,1,poll_token,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_login_flow_v2,def,login_token,1,login_token,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_appconfig_ex,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_appconfig_ex,def,appid,1,appconfig_ex__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_appconfig_ex,def,configkey,2,appconfig_ex__idx,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_ex_translation_q,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_systemtag,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_systemtag,def,name,1,tag_ident,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_systemtag,def,visibility,2,tag_ident,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_systemtag,def,editable,3,tag_ident,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_oauth2_clients,def,id,1,PRIMARY,ccledu_next480,def,NULL,NULL,NULL,NULL
ccledu_next480,oc_oauth2_clients,def,client_identifier,1,oauth2_client_id_idx,ccledu_next480,def,NULL,NULL,NULL,NULL
